comment,label
bahannya ringan... mudah di serap kulit... dungdak terangkat baik... packing baik sekali,Positif
"wangi:ya manfaat:shampo profil kecantikan:ya tumben beli di mall shopee kemasannya ga di solatip in leher kepala shampo nya, pd mengucur untung ga tumpah banyak, botol kemasannya juga banyak goresan kaya bekas, biasanya beli ga kaya gitu heem kualitas standar pengemasan standar packing standart",Positif
dateng2 highlighter nya bener2 kyk bubuk bayi powder. jdnya harus dikasi alkohol dulu biar ngeset padet,Negatif
"tekstur:bagus cocok untuk:belum di coba performa:bagus alhamdulillab paketnya sudah sampai, semoga cocok dg saya",Positif
"pengiriman dan pengemasan lama betul, semoga pelayanan ditingkatkan",Negatif
kemasan:bagus profil kecantikan:tempatnya cantik banget pengalaman penggunaan:belum nyoba semoga cocok,Netral
free gift tdk ada. gambarnya hoax,Negatif
barcode nya ga bisa di scan ya,Positif
"user tips:pakai kardus ya kirim paketnya, pakai bubble wrap jadi penyok kardus kemasannya fragrance:- beauty profile:harusnya pakai kardus, jadi enggak bikin kemasan penyok karena buat seserahan, ditambah jasa kirimnya cuma pindah-pindahin paket dan tahan paket. looksnya jadi kurang bagus. di gambar produk tertera kemasan baru semua tapi yang didapat ada facewash yg kemasan lama. udah tulis di notes, mau dapat yg kemasan baru aja karena buat seserahan. tapi dikirimnya kemasan lama. kecewa, diberikan produk yg tidak sesuai dengan iklan.",Negatif
"ga ssuai desc, toner nya beda",Netral
"belinya waktu lagi promo. seharusnya harga 215rb, promo dengan harga 125rb. ketika barang datang, ternyata cuma ada yg refill aja. yg cushion nya nggak ada.",Negatif
harusnya 13 tapi saya cuma terima 12 pack saja alias kurang 1 pack,Negatif
"lumayan wanginya kalau buat harian..... btw utk pengiriman aman, barang diterima utuh dan pecah",Positif
barang sesuai dengan pesanan,Positif
saya sudah batalkan tetapi ga bisa tetap saja d kirim,Netral
tips pengguna:mksh ya bagus murah lagi,Negatif
kacanya pecah :crying_face: tp mau balikin jg perlu sm paletnya huhu... sedih..,Netral
"packaging lucuuuu agak watery cocok buat normal to oily skin, ada hint wangi2nya gituuuu, harus sabar dikit buat ngeblend di muka yaaa.",Positif
barang tdk diterima sdh komplen dijanjikan solusi sama tokopedia tapi bohong solusinya,Negatif
"lipstiknya tidak sesuai, tidak tahan lama, buat makan hilang!!!:hot_face::hot_face::hot_face:",Negatif
"belum terlihat perubahan nya, meskipun udh rutin",Netral
produk yg diterima sdh meleleh mungkin kena panas,Negatif
"mantapp, pertama kali beli yg 15ml untuk coba2 dn ternyata cocok, wajah jadi lebih cerah tidak kusam lagi, lnjut pembelian kedua yg 30ml:smiling_face_with_hearts::raising_hands:",Positif
"akhirnya datang, pernah pesan enggak sampek enggak dikirim dan pesan kedua kali dikirim sampek dengan selamat. thanks",Netral
ko warnanya grey ya bukan black hhehehe,Negatif
kaduluwarsa,Negatif
"pengirimannya cepat dan aman sih, tapi dari segi produk.. sejauh ini tidak ada efek apa-apa. tapi yang paling mengecewakan, white lab sama sekali ga mencantumkan daftar b... ",Negatif
produk bagus,Positif
"isi bundle sesuka nya saja diganti tanpa pemberitahuan. walaupun ada dibilang begitu. tapi kalau mau kasih ganti, gantilah dengan yg sepadan. ini ngak sepadan harganya. serum nya diganti jadi mask. sedih.",Negatif
"bagus, warna2nya cantik.",Positif
"tips pengguna:bagus, suka warna nya pengalaman penggunaan:penasaran karena harga nya murah manfaat:melembabkan bibir",Positif
"tutup pada botol shampoo rusak atau tidak bisa di gunakan ,",Negatif
"lop tintnya bagus lembab, warnanya bagus bgt tahan lama lagii ..",Positif
beli yg ke 2 lepas2 karetnya,Netral
belum dicoba.. smg cocok. pengiriman lama sekali untuk sekelas official store,Netral
hasilnya tahan lama. aplikator mudah dipakai. packaging aman :folded_hands:. proses pesanan cepat. packaging rapi.,Positif
manfaat:melembabkan tips pengguna:gunakan setelah cuci muka kemasan:baik pengiriman cepat paket dipacking dengan baik dan rapi sehingga selamat sampai ke alamat tujuan.,Positif
brg yg dikirim tdk sesuai. harus retur dulu dan menurut saya merepotkan konsumen. tolong diperbaiki dan lebih diperhatikan sblm dikirim. thx.,Negatif
lama pelayanannya beli kapan dikirim kpan,Negatif
"micellar waternya tumpah, cz tutup nya ga rapettt :crying_face::crying_face:",Negatif
kesentuh jilbab atau tangan dikit langsung hilang. klo berkeringat bleber ke seluruh bagian kelopak mata dan bagian bawah mata sehingga terlihat seperti mata panda. pack... ,Negatif
"kemasan:lucuuu cakep shadenya, packaging nya jga gemoy bgt:loudly_crying_face: luv bgt, next mau coba shade lain:kiss_mark: makasi seller :glowing_star:",Positif
"tekstur:creamy lumayan bagus teksturr nya performa:warna bagus sih tekstur juga lumayan bagus tapii gak awet gak tahan lama, dipakek trus minum ajah udh hilang cepet banget hilang nya gak waterproof cocok untuk:base ombre lumayan bagus",Netral
"tekstur:bagus performa:blm nyoba kecewa parahhhh. nyampenya lama, eh pas ud nyampe malah hancur bedaknya, retak, kececer lagi. pengemasannya buruk, tipis bgt plastikny. smg bedakny cocok deh. overall masih bs kepake",Negatif
pas lagi iritasi lumayan menenangkan,Positif
"datang sesuai dengan pesanan, terimakasih seller dan kurir.",Positif
cepat bersihin sisa makeup dan bisa hemat kapas:rolling_on_the_floor_laughing:,Positif
syuuuuukaaaaaas,Positif
produk ok & pengiriman cepat,Positif
"sukaaaa, sekali coba di kulit dan cocok jadi keterusan dehh..",Positif
"ketahanan:lumayan awet tekstur:cair cocok untuk:cocok dipakai sehari hari, dipakai untuk wanita jg cocok",Positif
tutup botol terbuka saat sampai,Positif
estimasi tgl 6 ini tgl 10 bru sampe tolong di perhatikan lagi,Negatif
bagus semoga cocok pengiriman cepat sampai dan packing sangat aman pakai kardus,Positif
tynt official pun ga bs di percaya..brg rusak bocor tutupnya ga bs nutup akhirnya nyampe isinya udh abis..nyesel bgt pcy ama official..saya ikhlaskan anggap aja nyumbang... ,Negatif
"secara produk ok, tapi pengemasan lamaaaaaaaa sekali terima kasih",Netral
kemasan:baik pengalaman penggunaan:baru coba manfaat:utk perawatan mata packing aman pengiriman cepat kurir ramah thx,Positif
"pengemasan produk tidak aman, bubble wrap nya dipasang tanpa selotip",Negatif
"proses cepat, dan barang sesuai deskripsi dan original.",Positif
baguss bangett sesuai pict pengiriman cepat sekali bakalan repeat order sih,Positif
"terlalu oily, kurang cocok di kulit sy. lebih baik informasi kalau produk nya oil based atau lainnya diinformasikan di halaman pertama atau kedua agar konsumen bs dpt inf... ",Negatif
lama banget sampenya pdhal pake sameday huhu,Negatif
efek:kecewa banget sama reviewnya:( profil kecantikan:azarin liptin pengalaman penggunaan:oksidasi,Negatif
packing asal,Negatif
"serum yg ringan, cepat meresap, mebantu melembabkan,cocok unt kulit keringku, exp th 26. terima kasih...sukses sll",Positif
"barang sesuai, coba dulu, semoga cocok",Positif
kotor wadahnya,Netral
"saya tidak tau kesalahannya dari pihak mana, sudah 2 kali beli dalam jumlah banyak. selalu kurang 1. pembelian pertama saya tidak komplain karna yaudahlah cuma 1. sekarang pembelian ke-2 juga ternayata sama, yg dikirim kurang 1 juga. ",Negatif
produk mantab:thumbs_up:,Positif
"packingnya jelek banget asli. kardusnya udah rada kebuka, terus ngga dikasih bubblewrap juga. untung produknya masih aman walaupun lecet2 dikit.",Netral
baunya gk enak ,Negatif
pengiriman lama,Positif
"alhamdulillah pesanan nya sdh sampai dgn aman, packingnya juga aman. makasi banyak kak semoga berkah :folded_hands_light_skin_tone:",Positif
nxndkosbaldjbeismnauoznsbh,Negatif
pesen eyeliner yg bentuknya kecil bngt tp kardusnya gde bngt mana ga ada isinya lagi. kapok beli disini ga amanah,Negatif
tekstur:gel cocok untuk:kulit sensitif performa:cepat nyerap sebel banget dah lama sejak kekny pindah gudang ke pihak ketiga innisfree gak prnh lagi ngasih bonus free gift ny pdhl itu yg ditunggu krn beli di official akunnya ya dahla mendingny karna diskonnya aja tuk packing ya standar la bubblewrap cuma dulu tu berasa keren pake kardus putih dr innisfreenya,Netral
bedaknya terlalu kecil :sleepy_face:,Negatif
"mesen sunscreen, serum sama lip matte. tapi lip mattenya ga dateng malah datengnya eye cream. sangat kecewa. padahal official store",Negatif
cepet pengiriman... lengkap dan aman,Positif
packagingnya bagus,Positif
"pesanan sudah diterima, packingnya super aman dengan bubble wrap tebal sekali, expired date masih jauh 2026 dan respon penjual juga cepat.",Positif
"beli barang a di kirimnya barang b,,dan refundnya lama",Netral
"bagus, ga gampang luntur, pengiriman rapi:OK_hand_medium_skin_tone:",Positif
"hrs ny dpt gift,tp gk dpt",Negatif
kk face contour nya pecah pas sampe :smiling_face_with_tear: paket yang lain aman :folded_hands:,Negatif
"sesuai pic dan deskripsi kwalitas cukup baik, akan lebih baik, pengiriman lambat harus di chat dulu",Positif
"gatau deh, waxing d coba tebel salah, d coba tipis sala jg, ga kecabut bulu keteknya",Netral
paket tiba denga kondisi begini walaupun dilapisi dengan buble wrap.. mohon di cek lagi sebelum di kirim,Positif
ketahanan:baik tekstur:baik cocok untuk:wanginya enak,Positif
paketnya datang tanpa botol lock & lock,Negatif
"brg udh smpe, kmrin udh beli tp di toko lain, bau ny agak aneh kaya bau minyak cucian piring gtu akhir ny aku beli lg di toko official",Positif
manfaat:mengangkat komedo terutama area hidung profil kecantikan:untuk mengatasi komedo kemasan:kardus biasa,Positif
"produk original,sesuai,pengiriman lama,pengemasan lama.",Positif
tekstur:kertas biasa performa:biasa cocok untuk:menulis,Negatif
"tekstur:liat komen di bawah performa:liat komen di bawah cocok untuk:liat komen di bawah produknya dikirimkan dengan lengkap, tapi barangnya kotor sampai kedalam2nya seperti habis kena banjir. beli dalam dua kali pesanan, dua duanya begitu. not recommended",Negatif
barang sudah diterima tapi blm dicoba. makasih seller ....,Positif
"manfaat:mengurangi rambut rontok sesuai pesanan, pengemasan rapih.",Positif
tidak dapattt huhuhu,Positif
tips pengguna:bagus efek:bagus pengalaman penggunaan:bagus produk nya topp bgt tapi hampir 2 minggu baru sampe,Netral
"kita kasih setngh bintang ful dulu, nanti dicoba dulu ya kak. yang pasti liat review tiktok dan kandungannya kudunya bagus",Netral
"di akun instagram katanya dapet keychain nya yg mirror, tapi pas sampe ga ada. botolnya sedikit tergores",Negatif
"active night gel nya gk ada..padahal tulisannya plus active night gel 2,5g",Netral
pengalaman penggunaan:pengirimannya lama kemasan:lumayan efek:expnya sampai 2026 mau dipakai h acara lamaran. jadi ga kepakai saya kasih bintang 1,Negatif
"barangnya dilakban satu persatu sehingga kalo dicopot lakban nya nempel lem nya dan susah dibersihkan,udh begitu waktu copot lakban menyebabkan ed nya jg ikut terkelupas... ",Negatif
keciilll bangeett,Netral
responnya kurang gereged,Netral
thanks for the good quality,Negatif
"cocok buat kulit kering, menyerap kulit dengan baik, warna2 bagus. favorit:thumbs_up:",Positif
"wangi:oke kemasan:oke tips pengguna:pakai di bibir pengirimannya standar, harga nya juga oke",Positif
barang dikirim tidak sesuai dengan pesanan pesan 2 dikirim 1,Negatif
stainnya kurang sih :”),Netral
pengemasan lambatt,Netral
tips pengguna:semprot pake air pengalaman penggunaan:belum tak coba thanks barang baru sampe btw beli pas diskon dapet harga 19k:grinning_face_with_sweat:,Positif
barangnya ga dapet soalnya,Negatif
"kurang suka versi new formula ini. wanginya gak seenak yg lama, teksturnya gak terasa rich kayak yg lama, dan baru perhatiin juga sekarang udah gak ada claim melindungi d... ",Netral
dengan rasa kecewa saya meminta maaf untuk menyampaikan dan memberi penilaian ini karena barang tidak sesuai dengan yang saya pesan dan pengiriman paket kurang gercep...,Negatif
bagus bgt buat tampilan flawles,Positif
"barangnya sih bagus, tp kalau utk mascaranya ga terlalu recomended ya, aplikasinya hrs berulang² utk dpt hasil lentik dan tebal, ongkirnya juga zuper muahal..entah ada ms... ",Positif
"wangi nya lembut saya suka, akhirnya ya nemu yg ori murah dan sesuai passion ku.. makasih.. jd ingin coba yg lainnya",Positif
"beli 5 ada, baru buka ada 1 yg gak isinya padahal disegel. belum cek sisanya yg 4 ada isinya apa enggak... kecewa",Negatif
eyeshawdow waktu datang pecah dan berantakan,Negatif
tulisan expired datenya gak kebaca kecil banget kek pasir,Netral
ini keren.. keangkat tanpa rasa sakit...,Positif
performa:luntur:woozy_face:,Negatif
terlalu lama deliveri nya harusnya sampe kmrn rabu,Positif
cocok banget sma lulur ini... walau keknya scrubnya skrg lebih sedikit.. bikin kulit lembab.. overall okk pengiriman ok..,Positif
"sebenarnya puas dibungkus bubble wrap nya byk, exp nya juga 2025, tp kurirnya sdh tdk antar kemarin, hr ini tanpa persetujuan dr sy, lgs titip di penjual bakso dan dusnya... ",Positif
kemasan:ye,Negatif
"admin slow response dan tidak menggubris pembatalan pesanan, padahal saya minta pesanan dibatalkan sebelum produk dalam status dikirim. iya, adminnya lagi sibuk sama bany... ",Negatif
"warna:warna merah artinya marah kenyamanan aplikator:gak nyaman ketahanan:gk tahan sama penjualnya kecewa sekali belanja disini, barang tidak dikirim2 selama 3 hari kecewa sangat.... ",Negatif
kemasan:ok pengalaman penggunaan:cocok banget pake ini tips pengguna:d pakai setelah cuci muka alhamdulillah barang nya sesuai dengan pesanan packing nya d jamin aman harga nya ok semoga amanah selalu ya toko nya terimakasih:smiling_face::smiling_face::smiling_face::smiling_face::smiling_face:,Positif
bahannya sih ringan ya.. tp gatau knp agak kurang suka dgn hasilnya kalau pemakaiannya hny pelembab dan bedak ini saja.. gatau ya kalau di pakai dgn rangkaian make up lai... ,Positif
"brush alisnya rusak, kaku ngga lembut seperti yg biasanya",Positif
pipetnya tidak berfungsi.,Netral
"respon dan pelayanan seller sangat perlu utk ditingkatkan pesan hari sabtu baru diproses hari rabu, barang sesuai dan sampai tp box penyok2 mungkin ekspedisi nya.:thumbs_up:",Negatif
"barang yg diterima ga sesuai sama pesanan, saya pesen lipstik 3 tapi yg dateng malah eyeliner gel sama lipstik 1 itupun lipstiknya ga sesuai sama pesanan.. baru kali ini... ",Negatif
"pengalaman penggunaan:kecewa banget jangan berekspektasi terlalu tinggi guys serius. selama ini top banget utk primer dan brow pencil nya. tapi mascara nya gaaa bangett. claim nya waterproof but itsnot waterproof at all lol. kena keringet langsung ambyarrrr itemm smua di bawah mata :v dan sekali apply i swear lamaa bnget keringnya. kena senggol dkit aja luntur. bahkan dh coba seharian malah kyak runtuh gitu item2. boro2 waterproof, blm diguyur air, bru keringet bawah mata ajaa tu mascara lgsg bleber kmna2 dibwah mata. klo gini sih sama aja nipu ya :v saran aja sihh. jgn berekspektasi trlalu tinggi. kali ini kecewa bener2 kecewa.",Negatif
belum coba tapi paket cepat tiba dalam keadaan baik. aromanya jadul banget,Positif
eyeliner & mascara ga waterproof. not recommend bagi yg kulitnya keringetan & berkegiatan outdoor,Netral
pengalaman penggunaan:mudah diaplikasikan kemasan:baguss tips pengguna:setelah di swatch tunggu 10 detik cepat kering bagus warnanya sesuai yg aku cari. tidak transfer. lembut ringan. semoga awet soalnya belum dipakai makan.,Positif
padahal ini limited edition tpi formulanya jelek menurut w. bagusan yg intense matte jauhhh. ini kering bgtttt jadi gk bisa diblend. foto ketiga aku blend pake blp candy... ,Netral
tidak sesuai pesanan....dikasih yg refilll tolong dong kasih barang yg benar,Negatif
"respon pengiriman dari seller nya lama, tidak ada info dari sellernya, setelah datang juga tidak sesuai deskripsi tidak ada bonusnya",Negatif
ga ada foto krn barang hilang di pengiriman :slightly_frowning_face:. biasa kasih bintang 5 kali ini 2 aja ya.. thank you dana dikembalikan tanpa masalah..,Negatif
bocor tapi ga masalah,Negatif
"tekstur:coveragenya biasa aja, tidak seheboh di review warna:lebih putih, saya pesan custard datangnya buttercream, padahal sdh konfirmasi sebelumnya. ketebalan:biasa aja",Negatif
"pertama kali order, barangnya sesuai sama pesanan, semoga cocok dibibir, review di live si bagus, amanah trs terimakasih",Positif
"performa:gak terlalu awet cocok untuk:pergi tekstur:creamy cair sebernya not bad, cuma bikin bikir jadi kering & baunya makin lama makin kurang enak, pengiriman cepat",Positif
sudah ada dihalaman complain,Negatif
"pengirimannya lamaaa...terus gatau deh aku dpt barang yg ga bagus apa gimana. eyelinernya ga pekat sama sekali pas coba swatch, padahal udah di shake berkali2 tetep ga pe... ",Negatif
"kandungan:y efektivitas:o tekstur:y beli yg pink dateng yg oren, trus freeannya ga dapet",Negatif
