comment,label
kaca rias tidak langsung dalam 1 paket,Netral
warna:g tekstur:g ketahanan:g aneh minta di cancel tp di tolak,Negatif
"bagus, bibir jd lembab",Positif
fitur:pecah,Negatif
packagingnya kurang rapi.,Negatif
"packaging rapi dan aman, produk masih tersegel, tekstur lembut, nyaman dipakai di kulit kombinasi, melembutkan dan melembabkan kulit.",Positif
jujur saya kecewa udah 2 kali pembelian dikasi yang setengah trus yang ke 1 saya maklumin itu promo tapi ini saya kecewa berat ga promo ga apa ttep dikasi yang setengah! official store kok kaya gini!!!,Negatif
"barang sudah sampai sesuai pesanan, seller fast respon dan pengiriman juga cepat thanks",Positif
"aplikatornya besar jadi enak ambil produknya, cuma tempatnya gede, dibanding concealer yang lain..",Positif
"terimakasih erha gift nya, sudah dpt ongkir discount pula trus dpt gift juga .... :smiling_face_with_hearts: semoga cocok dan baby hair aku bisa tumbuh lebat , kalau cocok next aku beli lagi",Positif
teksturnya ringan proses pesanan cepat penjualnya ramah banget respon penjualnya top packaging rapi packaging aman :folded_hands:,Positif
sangat tidak tahan lama.. kualitas ga banget packing ok lah.. paket nyampe lama bgt padahal sds karena pake wahana..,Netral
"manfaat:meski wadah berbeda semoga manfaat sama ini pembelian pertama, entah kenapa wadah nya berbeda ..kalo punya ku yang sebelumnya itu seperti yang cream malam wadahnya...udah gitu pas dbuka yang cream siang langsung ambrol kardusnya, ga serapi si cream malam ( ada lapisan plastik nya )",Netral
kok bonusnya ga ada?,Netral
efek:biasah pengalaman penggunaan:transferproof jelekkk poll manfaat:tidak tahan lamaa warna nya gak sama di gambarr yg dateng ngejreng banget warna nyaaa gak sukaaakkkk,Negatif
very slow & bad seller response,Negatif
profil kecantikan:bagus efek:bikin cerah pengalaman penggunaan:matte banget suka sama lipstik nya murah tapi bagus :thumbs_up:,Positif
nggak lengket gampang pudar hasilnya glossy aplikator mudah dipakai,Positif
bener2 buagus pollllll awettt seharian anti luntur2 club. dapet hadiah juga hehe,Positif
maaf 3 dlu ya klw cocok saya order lagi dan ksh bintang 5 :folded_hands::smiling_face_with_open_hands:,Netral
"harganya paling mursida, no alkohol ringan bs utk sehari2. aku pake dah dari lama tp baru stock lg",Positif
kecewa bnget sma make over baru kali ini d krimnya dngan barang rusak,Negatif
"parah nih , kirim produk kosong . respon penjual kurang bagus . biasa beli di toko ini aman2 aja tapi kali ini zonk .",Negatif
produk tiba tanpa lecet. tapi pengiriman leleeet.,Negatif
"sesuai sekali dengan pesanan, pengemasan juga aman sekali. cuman agak kurang tahan lama, tp keluar semua kok warnanya. thank you:red_heart::sparkles:",Positif
"ga tau ini emng dptnya setengah botol doang atau gimana, tp gpp sih aku ga masalah soalnya ini cuma gift gitu ajaa . tp ini wangi banget aku suka, sayang air nya setengah aja :(",Netral
bagus setting spraynya :thumbs_up_medium-light_skin_tone:tp packagingnya nyampe banyak debu walaupun isinya aman,Positif
lamaa bgt pesen dr tgl 3 bru smpe skrg:smiling_face_with_tear::grinning_face: tp makasii yaa:bouquet:,Negatif
"kurang suka sama rasa liptint nya, biasanya kalo lip nya kena mulut kan biasa aja, klo ini terlalu kuat kimianya, serasa kemakan serbuk plastik",Netral
paket dilempar,Netral
"bagus, produk original, warnanya smoga cocok tp emg hrs diteken pas aplikasiinnya biar warnanya kluar, expirednya jg msh lama",Positif
"lumayan buruk, mereng, cat ngelupas",Negatif
"bintang 5 untuk packaging ny yg aman (fragile juga), untuk pengiriman ny yg cepat, dan untuk bonus speaker music ny. bintang 3 untuk face mist ny, kenapa ga dikasih segel... ",Netral
kemasan:pas profil kecantikan:cantik efek:bagus,Positif
"pengirimannya ga jelas, adminnya lama respons, ga jelas",Negatif
"cocok untuk:bibir performa:ok tekstur:ok sudah sampai ka barangnya, semoga sukses selalu ya, makasih ka",Positif
"pengiriman cukup lama dan waktu sampai, pump nya tidak di lock jadi tumpah cukup banyak. semoga lain kali kemasan pump nya dimasukkan dalam kotak atau di lock. mengingat... ",Netral
respon penjual lama.. sehingga 5 hr bar sampai rumah.. barangnya sih ok,Negatif
"serumnya bagus udh beli yg ke 4 kali, bikin kulit jadi lembap. favorit deh",Positif
"packing tidak rapih, dan kemasan ada yg bocor",Negatif
cocok untuk:normal to oily tekstur:halus cakey pas aku pake selama 4 jam,Negatif
"pesanan sudah sampai,telat sehari sih ini abang kurirnya tapi it's okay:OK_hand:",Positif
"beli yg pink dikirim yg hiju, butawarna admin nya kayanya",Negatif
"kecewa banget, pesen shade 210 yg dateng shade 50",Negatif
"tekstur:baik performa:rusak penutup nya gampang pecah dan ga pas jadi barang mudah tumpah,,, pengiriman barang nya juga buruk, di lempar2 jadi barang gampang rusak",Negatif
"bagus, cuma kurang cocok warna nya di aku jadi gelap huhu",Positif
paket g sesuai,Netral
"barang sesuai, pengiriman cepat",Positif
"pengiriman menurutku lumayan lama sampenya lebih dari seminggu, sehingga aku sampai lupa ada pesenan ini wkwk. semoga produknya cocok di aku jd bs repurchase lg",Positif
bedak na rusak,Positif
"belum coba, semoga ok dan hasilnya bagus",Positif
"untuk bibir yang kering atau lagi kering ga disarankan, kurang melembabkan dan cracky.",Positif
"warnanya bagus bgt, applynya jg tinggal tap2 trus ga geser",Positif
"kata nya free kfc palet ternyata pas dateng cuma primer nya, kata nya harus di claim dulu baru bisa dapet, seharus nya toko ngasih deskripsi yang jelas supaya kita paham langkah2 untuk claim hadiah, ini mah engga rugi bgt",Negatif
mantul & praktis...,Positif
parah lengket kaya lem. gak bisa diaplikasikan ke bibir. .baru kali ini super kecewa... sblm ini bli di store aman2 aja . brand besar tolong bisa lebih jaga kualitas :frowning_face:... ,Netral
gak kebagian freenya... gimmic kali ya...,Positif
udah repurchase ntah brp kali. packing aman pake bubble dan kardus.,Positif
ongkir di hitung dari jakarta di kenakan 20 ribu padahal pengiriman dari sby dan hanya 7000,Negatif
"efek:bagus manfaat:bagus profil kecantikan:bagus produk sesuai dengan harga, fungsinya sangat bermanfaat, harga sesuai kualitas... barang cepat sampai, kurir ramah... produk sampai dengan aman",Netral
alhamdulillah terima kasih order dah sampai sesuai dengan diskripsinya...ok,Positif
barang saya dimna ya,Negatif
"lain kali tolong kurir diperhatikan saat menaruh paket, masa paket di taroh di atas tempat sampah bareng tumpukan sampah.ngacoo aja!!!bagus langsung tau,klo keduluan tukang sampah yg angkut sampah apa gak rugi saya,belom dibuka dah kebuang!!!!!lupa difotoin tadi saking dah kesel duluan!!",Negatif
"warna:ok pigmentasi:ok tekstur:ok beli produk pas lagi disc, ternyata pas sampe rumah produknya pecah. fyi calon buyer, packaging brand ini sangat tipis jadi pasti ada kemungkinan pecah saat di perjalanan. sedih bgt tapi gabisa dituker karena udah mau dipake h+1 barang diterima:confused_face:",Negatif
"dapat free masker atau apalah itu. fw nya di aku tuh dulu langsung ngilangin jerawat dalam sehari tapi sekarang ga, sehari cuma dikit ngilangnya. semoga kedepannya makin bagus",Positif
lemot. kalau bisa jangan pake anteraja. makasih!,Netral
"barangx sih bagus.. cuma lipstikx sy pesen yg paket ombre,tpi yg dateng cuma sebiji:pensive_face:kecewa",Negatif
"packing kurang, tumpah beberapa ml",Netral
"udah ku pake , mantab gan :face_blowing_a_kiss: terimakasih sudah jujur dalam penjualan :revolving_hearts:",Positif
pemakaian sudah 3 minggu (2 minggu terakhir 1hari 1x pakai) dan hasilnya tidak efektif tuk mengurangi rontok.. mungkin kurang/tidak cocok untuk saya :folded_hands_medium-light_skin_tone: serta harga dengan size cukup mahal,Negatif
"amat sangat buruk dalam pelayanan, 3kali order di toko ini untuk yg kali ini bener2 sangat mengecewakan, pesanan yg dtg tdk sesuai, pdhal yg di pesan 3 item yg dtg hanya 1 item dan itupun bukan apa yg saya pesan tdk profesional sekali sudah gitu pesanan di proses sangat lama, seminggu baru dikirim, dan amat disayangkan saya sendiri tdk sempat memvideo unboxing karna pesanan yg sudah2 tdk pernah mengecewakan jadi ragu kalau mau pesan kesini lg",Negatif
untuk tipe kulitku kurang,Negatif
"profil kecantikan:bagus manfaat:wajah barang nya yang datang cuma 1,, yg serum nya tidak ada,,,, padahal di deskripsinya kemarin waktu pesen ada 2,,,, payah sekelas shoope mall aja kaya gini,,",Negatif
estimasi maksimal 5 juni. tp tanggal 6 baru sampe.,Netral
pengiriman cepet,Positif
"udah beli berkali2, br kali ini packingnya jelek bgt. ga rapih. kemasan rusak. sampe2 bau isi catnya kecium kluar, takut bocor. akhirnya aku buka & cek, alhamdulillah... ",Netral
"pesan lain kirim lain, kecewa sih :smiling_face: udah kirim buktinya malah ga di proses",Negatif
kerennn,Positif
"tekstur:ringan performa:kurang bagus cocok untuk:- lip cream mudah bergeser, tidak awet, tidak bisa stay, tidak match di bibir",Negatif
untuk lip creamnya tidak di kiirm !,Negatif
"performa:top tekstur:bubuk cocok untuk:bedak bagus bgt sesuai harga si ya, cocok utk anak sekolah",Positif
kecewa dapet yang expnya bentar lagi :pensive_face:,Negatif
kutek terlalu kental.sulit diaplikasikan,Netral
barang keterima udah ancur dalemnya. entah dari ekspedisi atw dari awal pengiriman udah ancur dalemnya. yang jelas kecewa sih. gak sempet d video karena bukan yg langsung nerima.,Netral
"cocok untuk:gatau cocok untuk kulit apa tekstur:super gel ringann performa:kayak nggak berasa ngga pakek apa apa bener bener ringann bangett semua produk skintific dimuka aku ngga cocok sama sekali mulai dari moisturizer 5×ceramide,toner 5× ceramide shooting,toner warna ungu,sunscreen biru,serum 2% buat jerawat,serum 377,claymask alaska ,face wash low ph, sampai moisturizer 5% panthenolpun ngga cocok :loudly_crying_face:",Negatif
cepet sampe nya ..thx,Positif
blm dicoba matte atau gk'y..... tp dr tampilan sih oke.... smg aja baguuuss.... ok cocok next order lg..... tks sellee n tokped:smiling_face_with_hearts:,Positif
"sedih banget ternyata hasilnya ga sesuai sama ekspektasiku :( kirain bakal cangtip bgt di bibir. untuk warnanya oke, tapi liptint nya cuma ngisi di bagian dalem bibir aja... ",Netral
"tekstur:bagus performa:bagus cocok untuk:eye ini sbenernya bagus, tapi kirain diputer isinya bisa keluar ternyata ga ada puteran, cuma secuil gitu isinya",Negatif
cocok untuk:kulit kering kurang bagus grgr hadiahnya ga sesuai,Netral
"wangi:wangi kecewa banget sih, beli 5 produk yg di kirim hanya 1 padahal official:relieved_face:",Negatif
"kecewa barang yang dipesan pake a gak sesuai deskripsi, bisa 10 varian green tea dan itu not for sale, cuman mau complain juga sulit soalnya yang lain jg sama pdhl ini official store mall loh hadehhh, niat mau muka membaik malah jadi takut yg varian grean tea hanya tester, semoga muka ga kenapa2 deh",Netral
"cocok untuk:membentuk alis tekstur:mudah di apply performa:oke overall bagus, tapi kenapa packingnya ngga safety, harusnya dikasih kardus di 2 sisi jgn cuman 1 jd gampang patah kalo ketimpa paket lain di expedisi",Netral
"dapet harga 20k, tapi kaya ngerasa kering gt ya? pengiriman dan pengemasan si lumayan cepet",Positif
lama sekali penegirimannya mengsedihh,Netral
"bahan:kurang efektivitas:kurang kualitas:kurang sekelas luxcrime masa dipake ada luntur2 warna hijau ke muka? buktinya ada dikapas untuk ngapus hijau2nya, mungkin ga terlalu keliatan krn kualitas kamera tp pas dimuka lunturnya terlihat jelas. semoga kualitasnya ditingkatkan lg i'm",Negatif
"susah di blend, terlalu cepet kering wkt diolesin di muka. menurutku ga bagus",Negatif
"cocok sih di aku ngga bikin greasy, cuman make upnya tetep transfer dikit",Positif
bagus dan nyaman dipakai,Positif
"susah kering, lama kering kegesek langsung ilang sudah 1 jam tidak bisa mengeras dan glosy, apusnya pake kuku jg bisa. foto tertera itu hasil kupas pake kuku tangan kanan",Positif
proses request pick up nya lama bangeeeeet!,Negatif
"kemarin beli krn ada free nya, wkt itu tulisan nya free jade roller tp gak dpt hiks, trus d kertas shipping nya dpt calender jg gak dpt, pengirimannya ckp lama besar temp... ",Negatif
"sangat2 kecewa, kapoook, sy tidak pernah brli selama bgini, ngga mau beli disini lagi",Negatif
"dus dan tempat beling benar, tapi cream wajah dikurangi formulanya, tidak sama seperti dulu....sudah bertahun tahun sekitar 5 tahun flek hitam tidak berkurang....formula... ",Negatif
"performa:baru dipake beberapa kali udah gabisa spray, kayak mampet",Negatif
baru pakai sekali tapi kok bikin alergi. keknya sy gak cocok di merek ini.,Positif
"ya allah akhirnya dateng juga nih barang, pertama utk barangnya aku suka banget udah lama ngincer lipstik ini dan warnanya sesuai ekspektasi thanks min. yg kedua utk pengiriman aku cukup kecewa karna sangat sangat terlambat pengiriman nya 13 hari coyyyy baru nyampe, emosiii bangettt, benci banget sama jne, gue ga marah sama tokonya cuman kesel sama jasa kirimnya. tolong banget nih buat bahan evaluasi tolong ditambah pilihan jasa kirimnya biar pelanggan bisa pilih jasa kirim yg disuka jadinya engga kaya gini. makasih",Netral
"produk original, pengiriman cepat",Positif
"baru sampai, belum dicoba nanti review kembali",Positif
tekstur:baik,Negatif
"alhamdulillah dapat murah seneng x,soalnya ini pesanan aku y kesekian x nya secinta itu sama trueve :smiling_face_with_hearts:",Netral
pada kulit yg sensitif kurang rekomen,Positif
sunscreennya bocor. semua isi produknya keluar,Negatif
"kl bisa ga dikasih bintang ga dikasi bintang dey... barangnya smpai pecah, awalnya bilang a tiba2 berubah b, tokopedia juga sama merugikan pembeli, barang pecah tdk dikem... ",Negatif
pengiriman lama !!!,Netral
g terlalu cocok di kulitku ad rasa perih perih nya. tapi untuk coverage nya ok sih. tt,Netral
"cuma dikasih bubble wrap,gaada dus nya",Negatif
tutupnya goyang,Netral
"yang beli hati hati deh pengemasannya buruk banget, sampe sampe pecah. paling review ini dibalesnya akan dijadikan bahan evaluasi. evaluasi terus, perubahan ga ada.",Negatif
"barang sampe box luar sama box kapasnya uda penyok sampe kebuka, kapasnya uda gak hygiene lagi. apalagi pas unboxing keluar 1 cacing lipan, gatau cacing lipannya masuk ke kapas apa ngak pas di dalem:loudly_crying_face:",Negatif
mascara nya bleber ga bikin lentik klaimnys bohong ni ahhh,Negatif
"diterima sesuai orderan, lama bangeeeet di pengirimannya hadeeeehh",Positif
warna:pekat tekstur:biasa ketahanan:biasa,Negatif
untuk timbangan berat barangnya kaga real ka sehingga kalau di toped kita kaga bs ada free ongkir karena berat sudah di mark up (saya lampirkan bukti berat tdk ada 1 kg d... ,Netral
barangny sih oke packing juga aman tapi dari pemesanan ke packing lama bangettt,Positif
"efektivitas:- tekstur:- wangi:- pengirimannya tidak sesuai dengan barang yang dipesan, saya pesan step 1 yang datang step 2 sangat merugikan!! diminta untuk ditukar tapi di persulitkan hanya barang sekecil itu. tidak bertanggung jawab!!",Negatif
"mudah meresap, melembabkan, tidak mengiritasi kulit. mudah menggunakannya. suka!",Positif
pengalaman penggunaan:belum ada manfaat:untuk rambut wangi:lumayan smoga subur rambutnya,Netral
"produk bagus banget, selalu cocok, dan udah beli ke sekian kali, pengiriman cepat",Positif
kardus nya hanya ambil dari kardus sisa. dan wrapping seadanya.,Netral
kotor berdebu,Netral
warnanya tidak tahan lama dan cepat hilang,Netral
bagus bagus bagus saya terjatuh di tempat yg tepat diwaktu yg tepat diorang yg ... yang...membuat diriku mencandu dan dengan sengaja ku mencadukan diriku untukmu,Positif
barang dikirim kurang,Negatif
"yeayyyyyy... paketnya sudah tiba proses pengiriman cepat, pertama kalinya mau coba white lab semoga cocok, kalau cocok pasti bakal beli lagi disini..beli yang paket lebih murah dikit sih hahahah",Positif
"pengirimannya lama. kecewa krna 1 barangnya tidak sesuai dengan yg di foto, beda jenis produk",Negatif
"efek:tidak terlalu signifikan kelembabanya untuk yang malam, yang pagi cukup baik langsung muncul warnanya kemasan:lumayan simpel pengalaman penggunaan:murah di aplikasikan tidak langsung lembab",Positif
bagus cocok mksh,Positif
barangnya bagus blm d coba mudah²an cocok:smiling_face_with_smiling_eyes:,Positif
